PdfType: central
Format: lhagrid1
---
   1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000     
  0.99999999999999989        1.0768843285925549        1.1642787193942459        1.2640246654080958        1.3783565426534774        1.5099999999999998     
  -5 -4 -3 -2 -1 21  1  2  3  4  5
-5.2039114E-12 -2.3002341E-12  9.6135604E+00  8.2687368E+00  9.5147049E+00 -2.7794837E+01  9.5149674E+00  8.2690104E+00  9.6132481E+00  0.0000000E+00 -3.7236140E-12
 0.0000000E+00  0.0000000E+00  9.5553353E+00  8.2303618E+00  9.4544546E+00 -2.4934104E+01  9.4547242E+00  8.2306426E+00  9.5550181E+00  0.0000000E+00  0.0000000E+00
-3.9660127E-12  4.0886553E-12  9.5690383E+00  8.2629933E+00  9.4662390E+00 -2.2579795E+01  9.4665154E+00  8.2632810E+00  9.5687162E+00  4.0886553E-12 -4.6913584E-12
 2.9164449E-12  2.0102068E-12  9.6581384E+00  8.3701872E+00  9.5535195E+00 -2.0744963E+01  9.5538026E+00  8.3704819E+00  9.6578113E+00  2.0102068E-12  3.6713965E-12
 0.0000000E+00  0.0000000E+00  9.8258329E+00  8.5552189E+00  9.7194862E+00 -1.9374803E+01  9.7197759E+00  8.5555203E+00  9.8255008E+00  0.0000000E+00  0.0000000E+00
 2.5754954E-12  0.0000000E+00  1.0075539E+01  8.8215749E+00  9.9675496E+00 -1.8337981E+01  9.9678457E+00  8.8218829E+00  1.0075202E+01  1.0049887E-11  1.2817377E-11
 3.9753240E-12  1.6800609E-12  8.9835403E+00  7.7551180E+00  8.8674732E+00 -2.1851248E+01  8.8677586E+00  7.7554117E+00  8.9832048E+00 -6.4067041E-12 -5.3620461E-12
 1.7512005E-12  1.1101203E-11  8.9290337E+00  7.7195751E+00  8.8112134E+00 -1.9889784E+01  8.8115073E+00  7.7198782E+00  8.9286915E+00 -2.9170844E-12 -1.0642683E-11
-6.4696066E-12 -2.3749677E-12  8.9445839E+00  7.7531361E+00  8.8251325E+00 -1.8258901E+01  8.8254344E+00  7.7534481E+00  8.9442353E+00 -2.0031902E-12  5.0286541E-12
-6.3450216E-12 -1.0670672E-11  9.0330088E+00  7.8587152E+00  8.9120364E+00 -1.6993309E+01  8.9123461E+00  7.8590356E+00  9.0326540E+00  1.0257296E-11 -6.8593030E-12
-5.3032077E-12 -3.7148627E-12  9.1969645E+00  8.0390536E+00  9.0745714E+00 -1.6054487E+01  9.0748884E+00  8.0393821E+00  9.1966039E+00  9.0685512E-12  6.9869167E-12
 1.6831615E-11  1.9428776E-11  9.4394016E+00  8.2971770E+00  9.3156784E+00 -1.5324777E+01  9.3160027E+00  8.2975133E+00  9.4390353E+00 -1.3797421E-11 -4.7132715E-12
-1.7712456E-12  2.8793422E-12  8.2984654E+00  7.1872544E+00  8.1648536E+00 -2.1051513E+01  8.1651745E+00  7.1875902E+00  8.2980847E+00  2.4678160E-12  0.0000000E+00
-2.4947598E-12  1.4153882E-11  8.2584851E+00  7.1642468E+00  8.1238181E+00 -1.9055287E+01  8.1241463E+00  7.1645898E+00  8.2581002E+00 -1.7963855E-11 -1.3445672E-11
-4.0512217E-12  1.4633664E-12  8.2851368E+00  7.2070340E+00  8.1494931E+00 -1.7391754E+01  8.1498285E+00  7.2073841E+00  8.2847477E+00  0.0000000E+00 -5.6135926E-12
