PdfType: central
Format: lhagrid1
---
   1.0000000000000001E-009   1.4508287784959398E-009   2.1049041445120207E-009   3.0538555088334157E-009   4.4306214575838816E-009   6.4280731172843209E-009   9.3260334688321995E-009   1.3530477745798068E-008   1.9630406500402714E-008   2.8480358684358022E-008   4.1320124001153370E-008   5.9948425031894094E-008   8.6974900261778356E-008   1.2618568830660210E-007   1.8307382802953678E-007   2.6560877829466870E-007   3.8535285937105315E-007   5.5908101825122239E-007   8.1113083078968731E-007   1.1768119524349981E-006   1.7073526474706905E-006   2.4770763559917115E-006   3.5938136638046262E-006   5.2140082879996849E-006   7.5646332755462914E-006   1.0974987654930569E-005   1.5922827933410941E-005   2.3101297000831580E-005   3.3516026509388410E-005   4.8626015800653536E-005   7.0548023107186455E-005   1.0235310218990269E-004   1.4849682622544667E-004   2.1544346900318823E-004   3.1257158496882353E-004   4.5348785081285824E-004   6.5793322465756835E-004   9.5454845666183481E-004   1.3848863713938717E-003   2.0092330025650459E-003   2.9150530628251760E-003   4.2292428743894986E-003   6.1359072734131761E-003   8.9021508544503934E-003   1.2915496650148829E-002   1.8738174228603830E-002   2.7185882427329403E-002   3.9442060594376556E-002   5.7223676593502207E-002   8.3021756813197525E-002  0.10000000000000001       0.11836734693877551       0.13673469387755102       0.15510204081632653       0.17346938775510204       0.19183673469387758       0.21020408163265308       0.22857142857142856       0.24693877551020407       0.26530612244897961       0.28367346938775512       0.30204081632653063       0.32040816326530613       0.33877551020408170       0.35714285714285710       0.37551020408163271       0.39387755102040811       0.41224489795918373       0.43061224489795924       0.44897959183673475       0.46734693877551026       0.48571428571428565       0.50408163265306127       0.52244897959183678       0.54081632653061229       0.55918367346938780       0.57755102040816331       0.59591836734693870       0.61428571428571421       0.63265306122448983       0.65102040816326534       0.66938775510204085       0.68775510204081625       0.70612244897959175       0.72448979591836737       0.74285714285714288       0.76122448979591839       0.77959183673469379       0.79795918367346941       0.81632653061224492       0.83469387755102042       0.85306122448979593       0.87142857142857133       0.88979591836734695       0.90816326530612246       0.92653061224489797       0.94489795918367347       0.96326530612244898       0.98163265306122449        1.0000000000000000     
  0.99999999999999989        1.0768843285925549        1.1642787193942459        1.2640246654080958        1.3783565426534774        1.5099999999999998     
  -5 -4 -3 -2 -1 21  1  2  3  4  5
-1.1963052E-09  2.5842538E-06  9.7666267E-01  3.9308749E-01  9.2459103E-01  1.8215398E+01  9.2473510E-01  3.9321911E-01  9.7649790E-01  2.5842331E-06 -1.1959993E-09
-1.3873311E-09  3.3686968E-06  1.1338979E+00  4.5831228E-01  1.0736581E+00  2.1066629E+01  1.0738248E+00  4.5846495E-01  1.1337073E+00  3.3686701E-06 -1.3869764E-09
-1.6216455E-09  6.0974809E-06  1.3310264E+00  5.4659465E-01  1.2612578E+00  2.4375416E+01  1.2614509E+00  5.4677316E-01  1.3308056E+00  6.0974346E-06 -1.6212309E-09
-1.9114066E-09  1.8099094E-05  1.5829365E+00  6.7219747E-01  1.5023374E+00  2.8120065E+01  1.5025607E+00  6.7240773E-01  1.5826817E+00  1.8098969E-05 -1.9109181E-09
-2.2728204E-09  1.1262382E-04  1.9126154E+00  8.6246605E-01  1.8203809E+00  3.2173956E+01  1.8206369E+00  8.6271451E-01  1.9123240E+00  1.1262320E-04 -2.2722395E-09
-2.7276953E-09  2.1143029E-03  2.3572744E+00  1.1745219E+00  2.2541853E+00  3.6219835E+01  2.2544722E+00  1.1748120E+00  2.3569490E+00  2.1142958E-03 -2.7269981E-09
-7.0146004E-09  3.1859588E-06  9.2398734E-01  4.1474527E-01  8.5968134E-01  1.6612964E+01  8.5984559E-01  4.1489896E-01  9.2380058E-01  3.1859163E-06 -7.0149953E-09
-8.1346908E-09  4.1401787E-06  1.0726502E+00  4.8322633E-01  9.9826493E-01  1.9214327E+01  9.9845495E-01  4.8340450E-01  1.0724342E+00  4.1401242E-06 -8.1351487E-09
-9.5086061E-09  7.4074307E-06  1.2587268E+00  5.7480558E-01  1.1726104E+00  2.2236336E+01  1.1728306E+00  5.7501352E-01  1.2584768E+00  7.4073378E-06 -9.5091414E-09
-1.1207636E-08  2.1455003E-05  1.4959394E+00  7.0300505E-01  1.3965425E+00  2.5662490E+01  1.3967969E+00  7.0324905E-01  1.4956510E+00  2.1454761E-05 -1.1208267E-08
